age,year,value,sex,type
77,1985,229552,Female,pop
78,1985,212307,Female,pop
79,1985,198572,Female,pop
80,1985,185563,Female,pop
81,1985,167983,Female,pop
82,1985,152181,Female,pop
83,1985,134477,Female,pop
84,1985,119595,Female,pop
85,1985,104756,Female,pop
86,1985,85652,Female,pop
87,1985,71913,Female,pop
88,1985,61055,Female,pop
89,1985,50222,Female,pop
90,1985,40173,Female,pop
91,1985,31554,Female,pop
92,1985,24459,Female,pop
93,1985,18408,Female,pop
94,1985,13466,Female,pop
95,1985,9615,Female,pop
96,1985,6844,Female,pop
97,1985,4664,Female,pop
98,1985,3098,Female,pop
99,1985,1993,Female,pop
100,1985,1235,Female,pop
101,1985,785,Female,pop
102,1985,462,Female,pop
103,1985,254,Female,pop
104,1985,142,Female,pop
0,1986,364466,Female,pop
1,1986,362147,Female,pop
2,1986,347527,Female,pop
3,1986,349361,Female,pop
4,1986,349453,Female,pop
5,1986,355668,Female,pop
6,1986,357694,Female,pop
7,1986,343678,Female,pop
8,1986,317390,Female,pop
9,1986,311873,Female,pop
10,1986,326283,Female,pop
11,1986,340073,Female,pop
12,1986,351147,Female,pop
13,1986,375887,Female,pop
14,1986,400020,Female,pop
15,1986,425147,Female,pop
16,1986,420803,Female,pop
17,1986,438571,Female,pop
18,1986,443477,Female,pop
19,1986,456551,Female,pop
20,1986,465934,Female,pop
21,1986,477887,Female,pop
22,1986,478172,Female,pop
23,1986,470196,Female,pop
24,1986,460802,Female,pop
25,1986,448525,Female,pop
26,1986,429601,Female,pop
27,1986,419583,Female,pop
28,1986,409406,Female,pop
29,1986,396337,Female,pop
30,1986,383348,Female,pop
31,1986,371543,Female,pop
32,1986,377741,Female,pop
33,1986,376835,Female,pop
34,1986,371682,Female,pop
35,1986,378527,Female,pop
36,1986,391576,Female,pop
37,1986,405159,Female,pop
38,1986,432832,Female,pop
39,1986,470254,Female,pop
40,1986,369166,Female,pop
41,1986,363340,Female,pop
42,1986,365759,Female,pop
43,1986,349504,Female,pop
44,1986,320646,Female,pop
45,1986,298165,Female,pop
46,1986,315724,Female,pop
47,1986,319487,Female,pop
48,1986,317454,Female,pop
49,1986,312584,Female,pop
50,1986,309037,Female,pop
51,1986,303491,Female,pop
52,1986,295738,Female,pop
53,1986,297834,Female,pop
54,1986,306906,Female,pop
55,1986,314640,Female,pop
56,1986,316743,Female,pop
57,1986,311439,Female,pop
58,1986,308274,Female,pop
59,1986,311964,Female,pop
60,1986,316897,Female,pop
61,1986,315218,Female,pop
62,1986,318319,Female,pop
63,1986,320608,Female,pop
64,1986,335324,Female,pop
65,1986,348521,Female,pop
66,1986,361772,Female,pop
67,1986,246191,Female,pop
68,1986,234599,Female,pop
69,1986,256360,Female,pop
70,1986,270664,Female,pop
71,1986,284936,Female,pop
72,1986,281637,Female,pop
73,1986,270752,Female,pop
74,1986,258172,Female,pop
75,1986,248267,Female,pop
76,1986,240623,Female,pop
77,1986,230883,Female,pop
78,1986,217889,Female,pop
79,1986,200327,Female,pop
80,1986,185745,Female,pop
81,1986,172393,Female,pop
82,1986,154498,Female,pop
83,1986,138845,Female,pop
84,1986,121370,Female,pop
85,1986,106497,Female,pop
86,1986,92311,Female,pop
87,1986,74472,Female,pop
88,1986,61686,Female,pop
89,1986,51704,Female,pop
90,1986,41689,Female,pop
91,1986,32797,Female,pop
92,1986,25244,Female,pop
93,1986,19088,Female,pop
94,1986,14042,Female,pop
95,1986,10055,Female,pop
96,1986,7008,Female,pop
97,1986,4865,Female,pop
98,1986,3287,Female,pop
99,1986,2136,Female,pop
100,1986,1316,Female,pop
101,1986,787,Female,pop
102,1986,487,Female,pop
103,1986,290,Female,pop
104,1986,159,Female,pop
0,1987,369801,Female,pop
1,1987,363785,Female,pop
2,1987,362284,Female,pop
3,1987,348732,Female,pop
4,1987,349872,Female,pop
5,1987,349878,Female,pop
6,1987,356125,Female,pop
7,1987,358391,Female,pop
8,1987,344169,Female,pop
9,1987,317935,Female,pop
10,1987,312175,Female,pop
11,1987,327149,Female,pop
12,1987,340435,Female,pop
13,1987,351776,Female,pop
14,1987,376340,Female,pop
15,1987,400346,Female,pop
16,1987,425372,Female,pop
17,1987,422184,Female,pop
18,1987,439553,Female,pop
19,1987,445008,Female,pop
20,1987,458249,Female,pop
21,1987,466917,Female,pop
22,1987,478468,Female,pop
23,1987,478028,Female,pop
24,1987,469844,Female,pop
25,1987,460530,Female,pop
26,1987,448385,Female,pop
27,1987,429467,Female,pop
28,1987,419586,Female,pop
29,1987,409512,Female,pop
30,1987,397211,Female,pop
31,1987,383647,Female,pop
32,1987,372081,Female,pop
33,1987,378251,Female,pop
34,1987,377596,Female,pop
35,1987,372199,Female,pop
36,1987,379440,Female,pop
37,1987,391724,Female,pop
38,1987,404624,Female,pop
39,1987,432461,Female,pop
40,1987,469682,Female,pop
41,1987,368615,Female,pop
42,1987,362947,Female,pop
43,1987,365342,Female,pop
44,1987,348979,Female,pop
45,1987,319944,Female,pop
46,1987,297509,Female,pop
47,1987,314904,Female,pop
48,1987,318634,Female,pop
49,1987,316557,Female,pop
50,1987,311270,Female,pop
51,1987,307791,Female,pop
52,1987,302054,Female,pop
53,1987,294274,Female,pop
54,1987,296300,Female,pop
55,1987,305134,Female,pop
56,1987,312937,Female,pop
57,1987,314676,Female,pop
58,1987,309154,Female,pop
59,1987,305639,Female,pop
60,1987,309269,Female,pop
61,1987,313870,Female,pop
62,1987,311934,Female,pop
63,1987,314387,Female,pop
64,1987,316405,Female,pop
65,1987,329953,Female,pop
66,1987,344322,Female,pop
67,1987,357227,Female,pop
68,1987,241093,Female,pop
69,1987,229057,Female,pop
70,1987,249765,Female,pop
71,1987,263545,Female,pop
72,1987,277101,Female,pop
73,1987,273247,Female,pop
74,1987,261304,Female,pop
75,1987,248419,Female,pop
76,1987,237698,Female,pop
77,1987,229619,Female,pop
78,1987,219160,Female,pop
79,1987,205726,Female,pop
80,1987,187976,Female,pop
81,1987,173073,Female,pop
82,1987,159171,Female,pop
83,1987,141368,Female,pop
84,1987,125900,Female,pop
85,1987,109041,Female,pop
86,1987,94304,Female,pop
87,1987,80753,Female,pop
88,1987,64362,Female,pop
89,1987,52458,Female,pop
90,1987,43448,Female,pop
91,1987,34430,Female,pop
92,1987,26627,Female,pop
93,1987,20034,Female,pop
94,1987,14749,Female,pop
95,1987,10645,Female,pop
96,1987,7472,Female,pop
97,1987,5076,Female,pop
98,1987,3461,Female,pop
99,1987,2309,Female,pop
100,1987,1448,Female,pop
101,1987,860,Female,pop
102,1987,497,Female,pop
103,1987,304,Female,pop
104,1987,180,Female,pop
0,1988,380086,Female,pop
1,1988,368494,Female,pop
2,1988,363800,Female,pop
3,1988,363208,Female,pop
4,1988,348955,Female,pop
5,1988,349962,Female,pop
6,1988,350049,Female,pop
7,1988,356474,Female,pop
8,1988,358611,Female,pop
9,1988,344451,Female,pop
10,1988,318054,Female,pop
11,1988,312771,Female,pop
12,1988,327501,Female,pop
13,1988,340947,Female,pop
14,1988,352133,Female,pop
15,1988,376705,Female,pop
16,1988,400694,Female,pop
17,1988,426330,Female,pop
18,1988,422170,Female,pop
19,1988,440175,Female,pop
20,1988,445909,Female,pop
21,1988,458166,Female,pop
22,1988,466819,Female,pop
23,1988,477592,Female,pop
24,1988,477037,Female,pop
25,1988,468854,Female,pop
26,1988,459315,Female,pop
27,1988,447422,Female,pop
28,1988,428349,Female,pop
29,1988,418826,Female,pop
30,1988,409877,Female,pop
31,1988,397210,Female,pop
32,1988,383767,Female,pop
33,1988,372341,Female,pop
34,1988,378801,Female,pop
35,1988,377896,Female,pop
36,1988,372589,Female,pop
37,1988,379382,Female,pop
38,1988,391276,Female,pop
39,1988,404305,Female,pop
40,1988,431580,Female,pop
41,1988,469298,Female,pop
42,1988,368034,Female,pop
43,1988,362648,Female,pop
44,1988,364896,Female,pop
45,1988,348104,Female,pop
46,1988,319318,Female,pop
47,1988,296766,Female,pop
48,1988,313968,Female,pop
49,1988,317811,Female,pop
50,1988,315362,Female,pop
51,1988,310130,Female,pop
52,1988,306592,Female,pop
53,1988,300646,Female,pop
54,1988,292931,Female,pop
55,1988,294778,Female,pop
56,1988,303263,Female,pop
57,1988,310908,Female,pop
58,1988,312492,Female,pop
59,1988,306690,Female,pop
60,1988,303049,Female,pop
61,1988,306327,Female,pop
62,1988,310616,Female,pop
63,1988,308435,Female,pop
64,1988,310482,Female,pop
65,1988,312095,Female,pop
66,1988,324951,Female,pop
67,1988,338404,Female,pop
68,1988,350415,Female,pop
69,1988,236057,Female,pop
70,1988,224141,Female,pop
71,1988,243822,Female,pop
72,1988,256996,Female,pop
73,1988,268980,Female,pop
74,1988,264430,Female,pop
75,1988,251782,Female,pop
76,1988,238574,Female,pop
77,1988,227234,Female,pop
78,1988,218528,Female,pop
79,1988,207301,Female,pop
80,1988,193452,Female,pop
81,1988,175697,Female,pop
82,1988,160218,Female,pop
83,1988,145937,Female,pop
84,1988,128386,Female,pop
85,1988,113541,Female,pop
86,1988,96966,Female,pop
87,1988,82194,Female,pop
88,1988,69418,Female,pop
89,1988,54881,Female,pop
90,1988,44871,Female,pop
91,1988,35496,Female,pop
92,1988,27576,Female,pop
93,1988,20845,Female,pop
94,1988,15377,Female,pop
95,1988,11080,Female,pop
96,1988,7825,Female,pop
97,1988,5328,Female,pop
98,1988,3553,Female,pop
99,1988,2377,Female,pop
100,1988,1536,Female,pop
101,1988,923,Female,pop
102,1988,539,Female,pop
103,1988,304,Female,pop
104,1988,178,Female,pop
0,1989,376073,Female,pop
1,1989,379596,Female,pop
2,1989,368853,Female,pop
3,1989,365241,Female,pop
4,1989,363703,Female,pop
5,1989,349259,Female,pop
6,1989,350817,Female,pop
7,1989,350511,Female,pop
8,1989,357422,Female,pop
9,1989,358871,Female,pop
10,1989,344831,Female,pop
11,1989,318996,Female,pop
12,1989,313261,Female,pop
13,1989,328027,Female,pop
14,1989,341334,Female,pop
15,1989,352822,Female,pop
16,1989,377524,Female,pop
17,1989,402494,Female,pop
18,1989,426536,Female,pop
19,1989,423122,Female,pop
20,1989,441348,Female,pop
21,1989,446859,Female,pop
22,1989,458880,Female,pop
23,1989,467251,Female,pop
24,1989,477580,Female,pop
25,1989,477063,Female,pop
26,1989,468842,Female,pop
27,1989,459466,Female,pop
28,1989,447240,Female,pop
29,1989,428008,Female,pop
30,1989,419322,Female,pop
31,1989,410305,Female,pop
32,1989,397952,Female,pop
33,1989,384162,Female,pop
34,1989,372762,Female,pop
35,1989,379377,Female,pop
36,1989,378305,Female,pop
37,1989,372530,Female,pop
38,1989,378630,Female,pop
39,1989,390529,Female,pop
40,1989,403426,Female,pop
41,1989,431236,Female,pop
42,1989,469393,Female,pop
43,1989,367689,Female,pop
44,1989,362676,Female,pop
45,1989,364427,Female,pop
46,1989,347798,Female,pop
47,1989,318901,Female,pop
48,1989,296003,Female,pop
49,1989,313171,Female,pop
50,1989,316784,Female,pop
51,1989,314425,Female,pop
52,1989,309015,Female,pop
53,1989,305372,Female,pop
54,1989,299225,Female,pop
55,1989,291649,Female,pop
56,1989,293037,Female,pop
57,1989,301350,Female,pop
58,1989,308994,Female,pop
59,1989,310280,Female,pop
60,1989,304196,Female,pop
61,1989,300413,Female,pop
62,1989,303242,Female,pop
63,1989,307214,Female,pop
64,1989,304793,Female,pop
65,1989,306397,Female,pop
66,1989,307764,Female,pop
67,1989,319638,Female,pop
68,1989,332435,Female,pop
69,1989,343464,Female,pop
70,1989,230871,Female,pop
71,1989,218876,Female,pop
72,1989,237656,Female,pop
73,1989,250105,Female,pop
74,1989,260642,Female,pop
75,1989,255308,Female,pop
76,1989,241866,Female,pop
77,1989,228353,Female,pop
78,1989,216695,Female,pop
79,1989,207112,Female,pop
80,1989,195040,Female,pop
81,1989,180959,Female,pop
82,1989,163138,Female,pop
83,1989,147530,Female,pop
84,1989,132977,Female,pop
85,1989,116157,Female,pop
86,1989,101432,Female,pop
87,1989,85662,Female,pop
88,1989,70996,Female,pop
89,1989,59204,Female,pop
90,1989,47204,Female,pop
91,1989,37201,Female,pop
92,1989,28799,Female,pop
93,1989,21898,Female,pop
94,1989,16188,Female,pop
95,1989,11698,Female,pop
96,1989,8232,Female,pop
97,1989,5664,Female,pop
98,1989,3772,Female,pop
99,1989,2437,Female,pop
100,1989,1575,Female,pop
101,1989,983,Female,pop
102,1989,573,Female,pop
103,1989,325,Female,pop
104,1989,179,Female,pop
0,1990,378369,Female,pop
1,1990,375325,Female,pop
2,1990,379461,Female,pop
3,1990,370057,Female,pop
4,1990,365840,Female,pop
5,1990,364079,Female,pop
6,1990,350073,Female,pop
7,1990,351170,Female,pop
8,1990,351157,Female,pop
9,1990,357774,Female,pop
10,1990,359759,Female,pop
11,1990,345660,Female,pop
12,1990,319504,Female,pop
13,1990,314055,Female,pop
14,1990,329025,Female,pop
15,1990,342351,Female,pop
16,1990,353704,Female,pop
17,1990,379222,Female,pop
18,1990,402577,Female,pop
19,1990,427092,Female,pop
20,1990,424102,Female,pop
21,1990,441904,Female,pop
22,1990,447307,Female,pop
23,1990,459015,Female,pop
24,1990,467361,Female,pop
25,1990,477729,Female,pop
26,1990,477033,Female,pop
27,1990,468652,Female,pop
28,1990,458795,Female,pop
29,1990,446389,Female,pop
30,1990,428074,Female,pop
31,1990,420043,Female,pop
32,1990,411638,Female,pop
33,1990,399299,Female,pop
34,1990,385529,Female,pop
35,1990,374120,Female,pop
36,1990,380303,Female,pop
37,1990,378882,Female,pop
38,1990,372631,Female,pop
39,1990,379108,Female,pop
40,1990,390565,Female,pop
41,1990,403651,Female,pop
42,1990,431358,Female,pop
43,1990,469000,Female,pop
44,1990,367269,Female,pop
45,1990,362073,Female,pop
46,1990,364111,Female,pop
47,1990,347257,Female,pop
48,1990,318229,Female,pop
49,1990,295227,Female,pop
50,1990,312099,Female,pop
51,1990,315909,Female,pop
52,1990,313352,Female,pop
53,1990,307748,Female,pop
54,1990,303988,Female,pop
55,1990,297659,Female,pop
56,1990,289893,Female,pop
57,1990,291044,Female,pop
58,1990,299016,Female,pop
59,1990,306801,Female,pop
60,1990,307696,Female,pop
61,1990,301334,Female,pop
62,1990,297365,Female,pop
63,1990,299889,Female,pop
64,1990,303329,Female,pop
65,1990,300555,Female,pop
66,1990,301767,Female,pop
67,1990,302818,Female,pop
68,1990,313648,Female,pop
69,1990,325612,Female,pop
70,1990,335679,Female,pop
71,1990,225413,Female,pop
72,1990,213253,Female,pop
73,1990,230915,Female,pop
74,1990,242464,Female,pop
75,1990,251564,Female,pop
76,1990,245315,Female,pop
77,1990,231144,Female,pop
78,1990,217234,Female,pop
79,1990,204919,Female,pop
80,1990,194434,Female,pop
81,1990,181742,Female,pop
82,1990,167534,Female,pop
83,1990,149712,Female,pop
84,1990,134210,Female,pop
85,1990,119604,Female,pop
86,1990,103127,Female,pop
87,1990,88884,Female,pop
88,1990,74131,Female,pop
89,1990,59688,Female,pop
90,1990,49265,Female,pop
91,1990,38501,Female,pop
92,1990,29780,Female,pop
93,1990,22478,Female,pop
94,1990,16707,Female,pop
95,1990,12092,Female,pop
96,1990,8501,Female,pop
97,1990,5865,Female,pop
98,1990,3954,Female,pop
99,1990,2542,Female,pop
100,1990,1571,Female,pop
101,1990,991,Female,pop
102,1990,590,Female,pop
103,1990,338,Female,pop
104,1990,187,Female,pop
0,1991,387121,Female,pop
1,1991,377580,Female,pop
2,1991,375712,Female,pop
3,1991,380941,Female,pop
4,1991,371021,Female,pop
5,1991,366481,Female,pop
6,1991,364926,Female,pop
7,1991,350801,Female,pop
8,1991,351857,Female,pop
9,1991,351956,Female,pop
10,1991,358430,Female,pop
11,1991,360724,Female,pop
12,1991,346334,Female,pop
13,1991,320372,Female,pop
14,1991,314830,Female,pop
15,1991,329900,Female,pop
16,1991,343608,Female,pop
17,1991,355981,Female,pop
18,1991,380345,Female,pop
19,1991,404702,Female,pop
20,1991,429090,Female,pop
21,1991,425206,Female,pop
22,1991,443403,Female,pop
23,1991,448646,Female,pop
24,1991,460272,Female,pop
25,1991,468960,Female,pop
26,1991,478825,Female,pop
27,1991,477660,Female,pop
28,1991,469120,Female,pop
29,1991,458941,Female,pop
30,1991,447437,Female,pop
31,1991,428919,Female,pop
32,1991,421525,Female,pop
33,1991,413297,Female,pop
34,1991,401096,Female,pop
35,1991,386580,Female,pop
36,1991,375151,Female,pop
37,1991,380883,Female,pop
38,1991,378976,Female,pop
39,1991,372810,Female,pop
40,1991,378911,Female,pop
41,1991,390835,Female,pop
42,1991,403787,Female,pop
43,1991,431339,Female,pop
44,1991,468801,Female,pop
45,1991,366795,Female,pop
46,1991,361936,Female,pop
47,1991,363957,Female,pop
48,1991,346743,Female,pop
49,1991,317667,Female,pop
50,1991,294363,Female,pop
51,1991,311059,Female,pop
52,1991,314982,Female,pop
53,1991,312337,Female,pop
54,1991,306360,Female,pop
55,1991,302545,Female,pop
56,1991,295963,Female,pop
57,1991,288134,Female,pop
58,1991,289062,Female,pop
59,1991,296688,Female,pop
60,1991,304425,Female,pop
61,1991,304990,Female,pop
62,1991,298348,Female,pop
63,1991,294156,Female,pop
64,1991,296354,Female,pop
65,1991,299189,Female,pop
66,1991,296361,Female,pop
67,1991,297087,Female,pop
68,1991,297699,Female,pop
69,1991,307610,Female,pop
70,1991,318548,Female,pop
71,1991,327844,Female,pop
72,1991,219553,Female,pop
73,1991,207322,Female,pop
74,1991,223981,Female,pop
75,1991,234492,Female,pop
76,1991,242200,Female,pop
77,1991,235007,Female,pop
78,1991,220303,Female,pop
79,1991,205940,Female,pop
80,1991,192895,Female,pop
81,1991,181964,Female,pop
82,1991,168634,Female,pop
83,1991,154322,Female,pop
84,1991,136505,Female,pop
85,1991,120900,Female,pop
86,1991,106685,Female,pop
87,1991,90963,Female,pop
88,1991,77323,Female,pop
89,1991,63850,Female,pop
90,1991,51167,Female,pop
91,1991,40365,Female,pop
92,1991,30948,Female,pop
93,1991,23421,Female,pop
94,1991,17328,Female,pop
95,1991,12530,Female,pop
96,1991,8828,Female,pop
97,1991,6081,Female,pop
98,1991,4119,Female,pop
99,1991,2696,Female,pop
100,1991,1661,Female,pop
101,1991,1006,Female,pop
102,1991,614,Female,pop
103,1991,351,Female,pop
104,1991,197,Female,pop
0,1992,382842,Female,pop
1,1992,386112,Female,pop
2,1992,377531,Female,pop
3,1992,375967,Female,pop
4,1992,380610,Female,pop
5,1992,370790,Female,pop
6,1992,366665,Female,pop
7,1992,365097,Female,pop
8,1992,351130,Female,pop
9,1992,352042,Female,pop
10,1992,351574,Female,pop
11,1992,359150,Female,pop
12,1992,360819,Female,pop
13,1992,346784,Female,pop
14,1992,320776,Female,pop
15,1992,315493,Female,pop
16,1992,330247,Female,pop
17,1992,343827,Female,pop
18,1992,355955,Female,pop
19,1992,383467,Female,pop
20,1992,406677,Female,pop
21,1992,430247,Female,pop
22,1992,426705,Female,pop
23,1992,444505,Female,pop
24,1992,449304,Female,pop
25,1992,460985,Female,pop
26,1992,469079,Female,pop
27,1992,478006,Female,pop
28,1992,476393,Female,pop
29,1992,468276,Female,pop
30,1992,457446,Female,pop
31,1992,446813,Female,pop
32,1992,428634,Female,pop
33,1992,421315,Female,pop
34,1992,413325,Female,pop
35,1992,400665,Female,pop
36,1992,386910,Female,pop
37,1992,375760,Female,pop
38,1992,380855,Female,pop
39,1992,378996,Female,pop
40,1992,372850,Female,pop
41,1992,378808,Female,pop
42,1992,390559,Female,pop
43,1992,403461,Female,pop
44,1992,431389,Female,pop
45,1992,466280,Female,pop
46,1992,366888,Female,pop
47,1992,361797,Female,pop
48,1992,362797,Female,pop
49,1992,346190,Female,pop
50,1992,316796,Female,pop
51,1992,294360,Female,pop
52,1992,310429,Female,pop
53,1992,314022,Female,pop
54,1992,311541,Female,pop
55,1992,305444,Female,pop
56,1992,301425,Female,pop
57,1992,294369,Female,pop
58,1992,286558,Female,pop
59,1992,287311,Female,pop
60,1992,294760,Female,pop
61,1992,301964,Female,pop
62,1992,301968,Female,pop
63,1992,295406,Female,pop
64,1992,290649,Female,pop
65,1992,292600,Female,pop
66,1992,294947,Female,pop
67,1992,291629,Female,pop
68,1992,292015,Female,pop
69,1992,291997,Female,pop
70,1992,301234,Female,pop
71,1992,311483,Female,pop
72,1992,318626,Female,pop
73,1992,214238,Female,pop
74,1992,200623,Female,pop
75,1992,216074,Female,pop
76,1992,225436,Female,pop
77,1992,231911,Female,pop
78,1992,224011,Female,pop
79,1992,209056,Female,pop
80,1992,194298,Female,pop
81,1992,180716,Female,pop
82,1992,169326,Female,pop
83,1992,155616,Female,pop
84,1992,141172,Female,pop
85,1992,123789,Female,pop
86,1992,107910,Female,pop
87,1992,94268,Female,pop
88,1992,79447,Female,pop
89,1992,66569,Female,pop
90,1992,53552,Female,pop
91,1992,42627,Female,pop
92,1992,33037,Female,pop
93,1992,24787,Female,pop
94,1992,18369,Female,pop
95,1992,13244,Female,pop
96,1992,9305,Female,pop
97,1992,6410,Female,pop
98,1992,4341,Female,pop
99,1992,2867,Female,pop
100,1992,1819,Female,pop
101,1992,1087,Female,pop
102,1992,631,Female,pop
103,1992,382,Female,pop
104,1992,210,Female,pop
0,1993,369248,Female,pop
1,1993,381687,Female,pop
2,1993,385857,Female,pop
3,1993,377770,Female,pop
4,1993,375699,Female,pop
5,1993,380364,Female,pop
6,1993,371088,Female,pop
7,1993,366524,Female,pop
8,1993,365393,Female,pop
9,1993,351571,Female,pop
10,1993,351867,Female,pop
11,1993,352099,Female,pop
12,1993,359479,Female,pop
13,1993,361184,Female,pop
14,1993,347055,Female,pop
15,1993,321424,Female,pop
16,1993,315937,Female,pop
17,1993,330475,Female,pop
18,1993,343876,Female,pop
19,1993,360334,Female,pop
20,1993,383755,Female,pop
21,1993,408734,Female,pop
22,1993,431416,Female,pop
23,1993,428099,Female,pop
24,1993,445085,Female,pop
25,1993,450053,Female,pop
26,1993,461823,Female,pop
27,1993,469318,Female,pop
28,1993,477139,Female,pop
29,1993,475373,Female,pop
30,1993,467244,Female,pop
31,1993,456763,Female,pop
32,1993,446177,Female,pop
33,1993,428378,Female,pop
34,1993,420921,Female,pop
35,1993,412936,Female,pop
36,1993,400743,Female,pop
37,1993,387003,Female,pop
38,1993,376121,Female,pop
39,1993,381052,Female,pop
40,1993,378466,Female,pop
41,1993,372881,Female,pop
42,1993,378491,Female,pop
43,1993,390173,Female,pop
44,1993,402880,Female,pop
45,1993,430683,Female,pop
46,1993,464582,Female,pop
47,1993,367078,Female,pop
48,1993,361635,Female,pop
49,1993,361766,Female,pop
50,1993,345402,Female,pop
51,1993,316028,Female,pop
52,1993,294183,Female,pop
53,1993,309453,Female,pop
54,1993,313038,Female,pop
55,1993,310397,Female,pop
56,1993,304497,Female,pop
57,1993,299870,Female,pop
58,1993,292567,Female,pop
59,1993,284699,Female,pop
60,1993,285582,Female,pop
61,1993,292650,Female,pop
62,1993,299097,Female,pop
63,1993,298818,Female,pop
64,1993,292201,Female,pop
65,1993,286749,Female,pop
66,1993,288452,Female,pop
67,1993,290354,Female,pop
68,1993,286812,Female,pop
69,1993,286522,Female,pop
70,1993,285971,Female,pop
71,1993,294528,Female,pop
72,1993,303889,Female,pop
73,1993,308931,Female,pop
74,1993,208687,Female,pop
75,1993,193566,Female,pop
76,1993,207701,Female,pop
77,1993,215290,Female,pop
78,1993,221185,Female,pop
79,1993,212856,Female,pop
80,1993,197423,Female,pop
81,1993,182172,Female,pop
82,1993,168222,Female,pop
83,1993,156384,Female,pop
84,1993,142603,Female,pop
85,1993,128115,Female,pop
86,1993,110847,Female,pop
87,1993,95561,Female,pop
88,1993,82484,Female,pop
89,1993,68652,Female,pop
90,1993,56946,Female,pop
91,1993,45104,Female,pop
92,1993,35162,Female,pop
93,1993,26887,Female,pop
94,1993,19522,Female,pop
95,1993,14153,Female,pop
96,1993,9770,Female,pop
97,1993,6762,Female,pop
98,1993,4520,Female,pop
99,1993,3011,Female,pop
100,1993,1932,Female,pop
101,1993,1194,Female,pop
102,1993,676,Female,pop
103,1993,385,Female,pop
104,1993,221,Female,pop
0,1994,367833,Female,pop
1,1994,368161,Female,pop
2,1994,381464,Female,pop
3,1994,385987,Female,pop
4,1994,378116,Female,pop
5,1994,375572,Female,pop
6,1994,380536,Female,pop
7,1994,371397,Female,pop
8,1994,366708,Female,pop
9,1994,365973,Female,pop
10,1994,352024,Female,pop
11,1994,352300,Female,pop
12,1994,352357,Female,pop
13,1994,359929,Female,pop
14,1994,361514,Female,pop
15,1994,347721,Female,pop
16,1994,321973,Female,pop
17,1994,316444,Female,pop
18,1994,330595,Female,pop
19,1994,349356,Female,pop
20,1994,360171,Female,pop
21,1994,386045,Female,pop
22,1994,411441,Female,pop
23,1994,433370,Female,pop
24,1994,429848,Female,pop
25,1994,446595,Female,pop
26,1994,451954,Female,pop
27,1994,463889,Female,pop
28,1994,470392,Female,pop
29,1994,477733,Female,pop
30,1994,475552,Female,pop
31,1994,467856,Female,pop
32,1994,457363,Female,pop
33,1994,446740,Female,pop
34,1994,428993,Female,pop
35,1994,421051,Female,pop
36,1994,413850,Female,pop
37,1994,401359,Female,pop
38,1994,387726,Female,pop
39,1994,377077,Female,pop
40,1994,381395,Female,pop
41,1994,378501,Female,pop
42,1994,373053,Female,pop
43,1994,378290,Female,pop
44,1994,390103,Female,pop
45,1994,402264,Female,pop
46,1994,430413,Female,pop
47,1994,462403,Female,pop
48,1994,367287,Female,pop
49,1994,361563,Female,pop
50,1994,360599,Female,pop
51,1994,344854,Female,pop
52,1994,315034,Female,pop
53,1994,293646,Female,pop
54,1994,308748,Female,pop
55,1994,311936,Female,pop
56,1994,309202,Female,pop
57,1994,302990,Female,pop
58,1994,298238,Female,pop
59,1994,290797,Female,pop
60,1994,283040,Female,pop
61,1994,283934,Female,pop
62,1994,290148,Female,pop
63,1994,296185,Female,pop
64,1994,295344,Female,pop
65,1994,288700,Female,pop
66,1994,282641,Female,pop
67,1994,284042,Female,pop
68,1994,285717,Female,pop
69,1994,281760,Female,pop
70,1994,280678,Female,pop
71,1994,279288,Female,pop
72,1994,287269,Female,pop
73,1994,295715,Female,pop
74,1994,298461,Female,pop
75,1994,202678,Female,pop
76,1994,186205,Female,pop
77,1994,198937,Female,pop
78,1994,205579,Female,pop
79,1994,209808,Female,pop
80,1994,200712,Female,pop
81,1994,184874,Female,pop
82,1994,169370,Female,pop
83,1994,155352,Female,pop
84,1994,142715,Female,pop
85,1994,129003,Female,pop
86,1994,114372,Female,pop
87,1994,97805,Female,pop
88,1994,82822,Female,pop
89,1994,70575,Female,pop
90,1994,57831,Female,pop
91,1994,46757,Female,pop
92,1994,36467,Female,pop
93,1994,27599,Female,pop
94,1994,20676,Female,pop
95,1994,14672,Female,pop
96,1994,10319,Female,pop
97,1994,6934,Female,pop
98,1994,4601,Female,pop
99,1994,3099,Female,pop
100,1994,2017,Female,pop
101,1994,1241,Female,pop
102,1994,724,Female,pop
103,1994,392,Female,pop
104,1994,229,Female,pop
0,1995,356589,Female,pop
1,1995,367245,Female,pop
2,1995,368337,Female,pop
3,1995,381288,Female,pop
4,1995,386114,Female,pop
5,1995,377967,Female,pop
6,1995,376092,Female,pop
7,1995,380615,Female,pop
8,1995,371707,Female,pop
9,1995,366808,Female,pop
10,1995,366336,Female,pop
11,1995,352721,Female,pop
12,1995,352456,Female,pop
13,1995,352898,Female,pop
14,1995,360239,Female,pop
15,1995,362395,Female,pop
16,1995,348397,Female,pop
17,1995,322489,Female,pop
18,1995,315918,Female,pop
19,1995,337560,Female,pop
20,1995,348904,Female,pop
21,1995,362953,Female,pop
22,1995,389154,Female,pop
23,1995,414749,Female,pop
24,1995,435033,Female,pop
25,1995,431804,Female,pop
26,1995,448310,Female,pop
27,1995,453782,Female,pop
